,date,V
952,2017-11-27,0.0
953,2017-11-28,0.0
954,2017-11-29,0.0
955,2017-11-30,0.0
956,2017-12-01,0.0
957,2017-12-04,0.0
958,2017-12-05,0.0
959,2017-12-06,0.0
960,2017-12-07,0.0
961,2017-12-08,0.0
962,2017-12-11,0.0
963,2017-12-12,0.0
964,2017-12-13,0.0
965,2017-12-14,0.0
966,2017-12-15,0.0
967,2017-12-18,349.2174164851835
968,2017-12-19,349.21748456630553
969,2017-12-20,347.14319978934566
970,2017-12-21,343.20666164144615
971,2017-12-22,344.6893798615848
972,2017-12-25,343.0142540277532
973,2017-12-26,347.8302390389289
974,2017-12-27,343.8859077150083
975,2017-12-28,345.18585971451455
976,2017-12-29,345.74512362372235
977,2018-01-02,350.97285360319415
978,2018-01-03,350.78339137356545
979,2018-01-04,352.10941538165935
980,2018-01-05,351.5390602609065
981,2018-01-08,352.86793972420907
982,2018-01-09,352.1058061114172
983,2018-01-10,349.8242206924506
984,2018-01-11,348.6908496976736
985,2018-01-12,353.0216497392228
986,2018-01-15,351.87791856509216
987,2018-01-16,345.03746914405326
988,2018-01-17,342.2427219958038
989,2018-01-18,344.0908888530311
990,2018-01-19,347.2496993892636
991,2018-01-22,347.062240205423
992,2018-01-23,348.74901812706713
993,2018-01-24,353.26886106299224
994,2018-01-25,352.50585537792875
995,2018-01-26,356.69368016167135
996,2018-01-29,353.6119010315761
997,2018-01-30,351.1295989015151
998,2018-01-31,354.9218520907726
999,2018-02-01,348.7888546244955
1000,2018-02-02,348.0355222706302
1001,2018-02-05,349.72702628061626
1002,2018-02-06,349.1605193405329
1003,2018-02-07,349.9147565718282
1004,2018-02-08,348.5921286736115
1005,2018-02-09,347.83921901762744
1006,2018-02-12,345.021769861454
1007,2018-02-13,344.27657083209664
1008,2018-02-14,342.23161529668283
1009,2018-02-22,342.786079367785
1010,2018-02-23,344.6371728570879
1011,2018-02-26,345.56774156209934
1012,2018-02-27,342.3954771442181
1013,2018-02-28,346.27828939757137
1014,2018-03-01,350.2051328354929
1015,2018-03-02,350.7725124224509
1016,2018-03-05,346.4159640713023
1017,2018-03-06,343.4229755719228
1018,2018-03-07,343.05212372098754
1019,2018-03-08,0.0
1020,2018-03-09,0.0
1021,2018-03-12,0.0
1022,2018-03-13,0.0
1023,2018-03-14,0.0
1024,2018-03-15,0.0
1025,2018-03-16,0.0
1026,2018-03-19,0.0
1027,2018-03-20,0.0
1028,2018-03-21,0.0
1029,2018-03-22,0.0
1030,2018-03-23,0.0
1031,2018-03-26,0.0
1032,2018-03-27,0.0
1033,2018-03-28,0.0
1034,2018-03-29,0.0
1035,2018-03-30,0.0
1036,2018-04-02,0.0
1037,2018-04-03,0.0
1038,2018-04-04,0.0
1039,2018-04-09,505.9068177205272
1040,2018-04-10,0.0
1041,2018-04-11,0.0
1042,2018-04-12,0.0
1043,2018-04-13,0.0
1044,2018-04-16,0.0
1045,2018-04-17,0.0
1046,2018-04-18,0.0
1047,2018-04-19,0.0
1048,2018-04-20,0.0
1049,2018-04-23,0.0
1050,2018-04-24,531.42354494039
1051,2018-04-25,0.0
1052,2018-04-26,557.8516972390748
1053,2018-04-27,557.8517510978666
1054,2018-05-02,559.3496374127291
1055,2018-05-03,561.8527811344997
1056,2018-05-04,562.3556930093101
1057,2018-05-07,571.4152972137176
1058,2018-05-08,568.8582670050548
1059,2018-05-09,566.8218069699828
1060,2018-05-10,564.2853312218876
1061,2018-05-11,560.2450992383846
1062,2018-05-14,557.2366332984268
1063,2018-05-15,556.7379562437055
1064,2018-05-16,560.2259691193317
1065,2018-05-17,0.0
1066,2018-05-18,0.0
1067,2018-05-21,603.2560936724872
1068,2018-05-22,603.2561451140579
1069,2018-05-23,593.7488784314236
1070,2018-05-24,594.9186135225698
1071,2018-05-25,590.2307038020718
1072,2018-05-28,591.9748841797509
1073,2018-05-29,593.7242183067636
1074,2018-05-30,600.7420870347815
1075,2018-05-31,600.1504040559325
1076,2018-06-01,616.7026010493236
1077,2018-06-04,616.7026494529168
1078,2018-06-05,624.5995754555382
1079,2018-06-06,622.7539317017495
1080,2018-06-07,635.0222326481361
1081,2018-06-08,646.9067226825596
1082,2018-06-11,646.269568018939
1083,2018-06-12,644.3598893222951
1084,2018-06-13,632.3007405488413
1085,2018-06-14,619.8444611850807
1086,2018-06-15,608.8546629098711
1087,2018-06-19,602.8574880171481
1088,2018-06-20,617.1090831919896
1089,2018-06-21,614.6777169860967
1090,2018-06-22,616.4941329511609
1091,2018-06-25,600.0985132601318
1092,2018-06-26,609.5561078755252
1093,2018-06-27,608.3553239245297
1094,2018-06-28,608.9545951625287
1095,2018-06-29,617.951940779137
1096,2018-07-02,614.9085683651094
1097,2018-07-03,618.542718767228
1098,2018-07-04,619.1520237789401
1099,2018-07-05,605.7350386233285
1100,2018-07-06,604.54177936615
1101,2018-07-09,614.0693968333635
1102,2018-07-10,608.6257099600731
1103,2018-07-11,618.2176897319969
1104,2018-07-12,624.9161170502307
1105,2018-07-13,623.6850705266688
1106,2018-07-16,0.0
1107,2018-07-17,0.0
1108,2018-07-18,0.0
1109,2018-07-19,0.0
1110,2018-07-20,585.8917085248142
1111,2018-07-23,585.8917425475066
1112,2018-07-24,0.0
1113,2018-07-25,589.5942245941701
1114,2018-07-26,589.5942579236134
1115,2018-07-27,595.7879789827405
1116,2018-07-30,603.1847202351854
1117,2018-07-31,600.3045462331995
1118,2018-08-01,600.8778698498521
1119,2018-08-02,604.3209327144067
1120,2018-08-03,622.789013788394
1121,2018-08-06,618.0309385450169
1122,2018-08-07,619.8016298086493
1123,2018-08-08,640.51853270207
